"Subject","Start Date","Start Time","End Date","End Time","All day event","No End Time","Meeting Organizer","Phone","Email","Categories","Description","Location","Street","City","State or Province","Zip or Postal Code","Country","More Info","Duration (hh:mm:ss)","User Id","Event Id","Repeat Id"
"Summer II Term","7/8/2023","12:00 am","7/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077789","4086652"
"Summer II Term","8/8/2023","12:00 am","8/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077790","4086652"
"Department Chairs Workshop","8/8/2023","12:00 pm","8/8/2023","3:00 pm","False","False","Jo Anna Fryman","","","Academics","

Contact: Jo Anna Fryman
","","","","","","","","03:00:00","20393","165774626","0"
"New Full Time Faculty Workshop","8/8/2023","3:00 pm","8/8/2023","4:00 pm","False","False","","","","Academics","

","Cafeteria","","","","","","","01:00:00","20393","168789929","0"
"All New Faculty Workshop","8/8/2023","4:00 pm","8/8/2023","5:00 pm","False","False","","","","Academics","

","Ensor Learning Resource Center (Library)","Mulberry Street","Georgetown","KY","40324","USA","","01:00:00","20393","167412818","0"
"Summer II Term","9/8/2023","12:00 am","9/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077791","4086652"
"Summer II Term","10/8/2023","12:00 am","10/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077792","4086652"
"All Full Time Faculty Workshop","10/8/2023","9:00 am","10/8/2023","12:30 pm","False","False","","","","Academics","

","","","","","","","","03:30:00","20393","167412845","0"
"All Full Time Faculty Lunch","10/8/2023","12:30 pm","10/8/2023","1:00 pm","False","False","Jo Anna Fryman","","","Academics","

Contact: Jo Anna Fryman
","Cafeteria","","","","","","","00:30:00","20393","168813111","0"
"Diversity and Inclusion Training for All Faculty","10/8/2023","1:15 pm","10/8/2023","2:30 pm","False","False","Jo Anna Fryman ","","","Academics","

Contact: Jo Anna Fryman 
","Asher Science Center Room 112","","","","","","","01:15:00","20393","168813365","0"
"Faculty/Staff Ice Cream Social","10/8/2023","3:00 pm","10/8/2023","5:00 pm","False","False","","","","General","

","Cralle Student Center (Lounge)","400 East College Street","Georgetown","Kentucky","40324","","","02:00:00","580502","168754903","0"
"Summer II Term","11/8/2023","12:00 am","11/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","157077793","4086652"
"New Student Orientation","12/8/2023","12:00 am","12/8/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959530","4306504"
"Upperclassmen Move-In","13/8/2023","12:00 am","13/8/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959545","0"
"New Student Orientation","13/8/2023","12:00 am","13/8/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959531","4306504"
"New Student Orientation","14/8/2023","12:00 am","14/8/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959532","4306504"
"New Student Orientation","15/8/2023","12:00 am","15/8/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959533","4306504"
"Drop / Add Period","16/8/2023","12:00 am","16/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959555","4306506"
"First Day of Class","16/8/2023","12:00 am","16/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959549","0"
"Education Department Unit Meeting","16/8/2023","3:30 pm","16/8/2023","5:00 pm","False","False","Anne DeMott","","","Academics","

Contact: Anne DeMott
","Ward Room, Ensor LRC","","","","","","","01:30:00","20393","168952613","0"
"Drop / Add Period","17/8/2023","12:00 am","17/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959556","4306506"
"Faculty Forum - FDN112 Discussion","17/8/2023","11:00 am","17/8/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","168836344","0"
"Drop / Add Period","18/8/2023","12:00 am","18/8/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959557","4306506"
"Brian Evans' Reception","18/8/2023","11:30 am","18/8/2023","1:00 pm","False","False","","","","General","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:30:00","580502","169050170","0"
"First Gen Academy: Proud to be First!","19/8/2023","9:00 am","19/8/2023","12:00 pm","False","False","Laura Hunt","","","Nexus","Mini-Conference for First Gen Students

Contact: Laura Hunt
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","03:00:00","20393","168762065","0"
"Job Fair","21/8/2023","3:00 pm","21/8/2023","5:00 pm","False","False","Bill Swinford","","bill_swinford@georgetowncollege.edu","Nexus","A gathering of on-campus and off-campus employers to recruit GC students.

Contact: Bill Swinford
Email: bill_swinford@georgetowncollege.edu
","Ward Room, Ensor LRC","","","","","","","02:00:00","20393","168676156","0"
"The Four-Year Plan","22/8/2023","11:00 am","22/8/2023","12:00 pm","False","False","Curtis Sandberg","","","Nexus","Success requires a plan and to periodically reflect on your experience to adjust tactics and&nbsp;respond to current conditions and interests. We will discuss the experiential learning model concepts of Reflect and Plan in general and give special attention to academic&nbsp;success and career discernment and readiness.

Contact: Curtis Sandberg
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379483","0"
"Foreign Film Series -  Sugar Cane Alley","23/8/2023","6:00 pm","23/8/2023","8:30 pm","False","False","Trevor Sanders","","","Nexus","Screening of Sugar Cane Alley (Rue Cases-N&egrave;gres), directed by Euzhan Palcy, in conjunction with FRE370: Francophone Cultures Through Film. The screening will be&nbsp;bookended by a brief presentation and follow-up discussion.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","169185275","0"
"Full Time Faculty Meeting","24/8/2023","11:00 am","24/8/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","165468385","0"
"Study Abroad Info Session","24/8/2023","3:00 pm","24/8/2023","3:50 pm","False","False","Laura Hunt","","","Academics","Interested in study abroad, either very soon or as part of your 4-year plan? Then this&nbsp;session is for you!

Contact: Laura Hunt
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","00:50:00","20393","167719037","0"
"Opening Convocation","29/8/2023","11:00 am","29/8/2023","12:00 pm","False","False","Jo Anna Fryman","","","Nexus","Dr. Jonathan Sands Wise, Executive Vice President and Provost will be our speaker

Contact: Jo Anna Fryman
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","164959564","0"
"Opening Convocation Luncheon","29/8/2023","12:00 pm","29/8/2023","2:00 pm","False","False","Jo Anna Fryman","","","Academics","

Contact: Jo Anna Fryman
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:00:00","20393","164959569","0"
"Mathematics, Physics and Computer Science (MPC) - Beginning of Year Event","29/8/2023","6:00 pm","29/8/2023","7:30 pm","False","False","William Harris","","","General","Learn about majors and minors offered by the Department of Mathematics, Physics, and&nbsp;Computer Science while you enjoy ice cream.<br /><br /><br />We plan to hold the event in the plaza area near the south entrance to Asher Science Center.

Contact: William Harris
","","","","","","","","01:30:00","584681","169204887","0"
"Annual Involvement Fair/Fish Fry","30/8/2023","4:00 pm","30/8/2023","7:00 pm","False","False","Robbi Barber","5028673539","robbi_barber@georgetowncollege.edu","Diversity","It's time for our Annual Involvement Fair/Fish Fry for the entire campus. It's a great time for our incoming and returning students to get plugged into campus and our Georgetown community as well as fellowship and enjoy great food with faculty and staff.

Contact: Robbi Barber
Email: robbi_barber@georgetowncollege.edu
Phone: 5028673539
","Memorial Drive","400 East College Street","Georgetown","KY","40324","USA","","03:00:00","105534","169219303","0"
"Academic Council","31/8/2023","11:00 am","31/8/2023","12:00 pm","False","False","","","","Academics","

","Ward Room, Ensor LRC","","","","","","","01:00:00","20393","165468517","0"
"A counterweight: work by celeste lewis and lennon michalski' exhibition reception","31/8/2023","6:00 pm","31/8/2023","8:00 pm","False","False","Aaron Reynolds","","","Nexus","An exhibition reception for the artworks currently being exhibited in the Wilson Fine Arts&nbsp;Gallery in the Fine Arts Building.

Contact: Aaron Reynolds
","Anne Wright Wilson Fine Arts Gallery","Corner of E College and Mulberry streets","Georgetown","KY","40324","US","","02:00:00","20393","169316862","0"
"Labor Day - No Classes","4/9/2023","12:00 am","4/9/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","164959582","0"
"Freshman Seminar Lecture- You Have Arrived! Emotional Wellness Tips to Welcome Change: Bethany Farley","5/9/2023","11:00 am","5/9/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379509","0"
"Study Abroad Fair","5/9/2023","11:00 am","5/9/2023","1:00 pm","False","False","Laura Hunt","","","Academics","Representatives from our Study Abroad Partner Organizations will be available outside the cafeteria&nbsp;to answer all of your questions about where to study abroad, when to study&nbsp;abroad, and what classes are available! Plan to stop by!

Contact: Laura Hunt
","Cralle Student Center Great Hall","400 E. College Street","Georgetown","KY","40503","United States","","02:00:00","20393","169252137","0"
"Faculty Committee Meetings","7/9/2023","11:00 am","7/9/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468597","0"
"Songfest Information Session","7/9/2023","11:00 am","7/9/2023","12:00 pm","False","False","","","","Student Life","

","","","","","","","","01:00:00","584681","169841121","0"
"Language Film Screening of Days of Glory (Indigènes)","8/9/2023","6:00 pm","8/9/2023","8:30 pm","False","False","Trevor Sanders","","","Nexus","Screening of Days of Glory (Indig&egrave;nes), directed by Rachid Bouchareb, a 2006 film that&nbsp;tells the story of North African soldiers who faced discrimination while fighting with the&nbsp;Free French Army during the Second World War. The film's release contributed to a partial recognition of the pension rights of soldiers from former French possessions by&nbsp;the French government. The screening will be bookended by a brief presentation and&nbsp;discussion period.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","169420738","0"
"TLC Metacognition Mondays","11/9/2023","3:30 pm","11/9/2023","4:30 pm","False","False","Jennifer Price","","","Academics","The GC Teaching &amp; Learning Center is sponsoring a series of faculty workshops to<br />discuss metacognitive strategies in alignment with the QEP Metacognition Project. This first&nbsp;workshop is intended to be a discussion of Saundra McGuire's book: Teach Students&nbsp;How To Learn.

Contact: Jennifer Price
","Ensor Learning Resource Center (LRC150)","400 East College Street","Georgetown","KY","40324","US","","01:00:00","20393","168988954","0"
"Diversity and Inclusion / Leadership Event - Tubby Smith","12/9/2023","11:00 am","12/9/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379529","0"
"Faculty Division Meetings","14/9/2023","11:00 am","14/9/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468893","0"
"Faculty/Staff Update","14/9/2023","4:00 pm","14/9/2023","5:00 pm","False","False","","","","General","

","Ward Room, Ensor LRC","","","","","","","01:00:00","580502","169745340","0"
"Abstract Nature: work by Suyun Son' Exhibition Reception","14/9/2023","5:00 pm","14/9/2023","7:00 pm","False","False","Aaron Reynolds","","","Nexus","A reception and artist's talk for the exhibition ""Abstract Nature: work by Suyun Son""&nbsp;currently on view in the Cochenour Gallery in the LRC.

Contact: Aaron Reynolds
","Cochenour Gallery","Ensor Learning Resource Center, College and Mulber","Georgetown","KY","40324","USA","","02:00:00","20393","169316859","0"
"Family Weekend","16/9/2023","12:00 am","16/9/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959591","4306507"
"Family Weekend","17/9/2023","12:00 am","17/9/2023","11:59 pm","True","False","","","","Student Life","

","","","","","","","","24:00:00","20393","164959592","4306507"
"Grant Workshop - Guide to Finding Sources","18/9/2023","3:00 pm","18/9/2023","3:00 pm","False","True","Jo Anna Fryman","","","Academics","<p>In this session, we will discuss how to find funding sources to meet your project/program needs and demonstrate how to use several&nbsp;search engines, including <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"http://grants.gov"">grants.gov</a> and Foundation Directory Online.&nbsp;</p>

Contact: Jo Anna Fryman
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","09:00:00","20393","169361978","0"
"Freshman Lecture - Financial Planning : Mark Ledford","19/9/2023","11:00 am","19/9/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379750","0"
"WAGC Dinner Meeting","19/9/2023","6:00 pm","19/9/2023","8:30 pm","False","False","","","","General","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:30:00","580502","168030515","0"
"Night Chapel Service","19/9/2023","8:00 pm","19/9/2023","9:00 pm","False","False","","","","Nexus","

","Georgetown Church of the Nazarene","right next to East Campus","","","","","","01:00:00","584681","169583101","0"
"Graves Center Resume Building Workshop","20/9/2023","4:00 pm","20/9/2023","5:00 pm","False","False","","","","Nexus","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:00:00","584681","169413588","0"
"Hope4Tomorrow - Minority Mental Health","20/9/2023","4:00 pm","20/9/2023","5:30 pm","False","False","Robbi Barber","","","Nexus","<span style=""font-size: 12.0pt; font-family: 'Calibri',sans-serif; color: black;"">""Hope 4 Tomorrow - QPR Suicide Prevention Training"" with Bethany Farley, hosted by BSU and Spectrum, open to ALL students</span>

Contact: Robbi Barber
","Asher Science Center Room 112","","","","","","","01:30:00","584681","169843064","0"
"Full Time Faculty Meeting","21/9/2023","11:00 am","21/9/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","165468389","0"
"Hispanic Heritage Month Extravaganza","21/9/2023","4:00 pm","21/9/2023","7:00 pm","False","False","Robbi Barber","5028673539","robbi_barber@georgetowncollege.edu","Nexus","Please stop by the Cafeteria for our Hispanic Heritage Month Extravaganza to celebrate our students from Hispanic Countries. Come enjoy the many Mexican dishes prepared by Sodexo and enjoy some Salsa dancing as you eat.

Contact: Robbi Barber
Email: robbi_barber@georgetowncollege.edu
Phone: 5028673539
","Montgomery Cafeteria, Cralle Student Center","400 East College Street","Georgetown","KY","40324","United States","","03:00:00","105534","169817155","0"
"'Curiosities of Georgetown' Exhibition Reception","21/9/2023","5:00 pm","21/9/2023","7:00 pm","False","False","Aaron Reynolds","","","Nexus","Curiosities of Georgetown, an exhibition curated by the students of ART 361: Curatorial&nbsp;Studies, presents the collected stories, legends, and tall tales that makeup the history of&nbsp;Georgetown College. The reception will the mark the opening of this project.

Contact: Aaron Reynolds
","Cochenour Gallery","Ensor Learning Resource Center, College and Mulber","Georgetown","KY","40324","USA","","02:00:00","20393","169783423","0"
"Academic Progress Checks - Round I","22/9/2023","12:00 am","22/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","169909340","4443910"
"KyCPA Interview Day","22/9/2023","12:00 am","22/9/2023","11:59 pm","True","False","Tiffany Schuster","","","Academics","Annual 2023 KyCPA Interview Day is held at GC in the LRC. We host several CPA firms to conduct interviews in a formal setting.

Contact: Tiffany Schuster
","Ensor Learning Resource Center (Library)","Mulberry Street","Georgetown","KY","40324","USA","","24:00:00","20393","169150119","0"
"Tiger Preview Day","23/9/2023","12:00 am","23/9/2023","11:59 pm","True","False","","","","Admissions","

","Ward Room, Ensor LRC","","","","","","","24:00:00","20393","168891839","0"
"Academic Progress Checks - Round I","25/9/2023","12:00 am","25/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","169909343","4443910"
"FDN 111 Connections: Tim Gabrielli, 'Was Jesus a Human Who Died on the Cross? The Nicene Creed in Context'","25/9/2023","3:00 pm","25/9/2023","4:00 pm","False","False","John Henkel","","","Nexus","Prof. Gabrielli will discuss the historical and theological context of the Council of Nicaea (AD&nbsp;325) and the Nicene Creed that came out of it. The talk should interest Foundations and Religion&nbsp;students, as well as the many Christians who say the Nicene Creed as part&nbsp;of their worship.

Contact: John Henkel
","Ward Room, Ensor LRC","","","","","","","01:00:00","20393","169252460","0"
"Governor's Scholars Program Informational Session","25/9/2023","6:00 pm","25/9/2023","8:00 pm","False","False","","","","Admissions","<p><span style=""color: black;"">Governor&rsquo;s Scholars Program Informational Session</span></p>
<p><strong><span style=""color: black;"">Guest Speaker:</span></strong><span style=""color: black;""> Senator Damon Thayer</span></p>
<p>&nbsp;</p>

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","02:00:00","20393","169305172","0"
"Foreign Film Screening - The Battle of Algiers (La battaglia di Algeri)","25/9/2023","6:00 pm","25/9/2023","8:30 pm","False","False","Trevor Sanders","","","Nexus","Screening of The Battle of Algiers (La battaglia di Algeri [1966]), directed by Gilberto&nbsp;Pontecorvo, based on the events of the Algerian War (1954-1962) against the French government in North Africa. The film was shot on location in newsreel style: in black and&nbsp;white with documentary-type editing to add to its sense of historical authenticity, with&nbsp;mostly non-professional actors who had lived through the war.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","169527083","0"
"Academic Progress Checks - Round I","26/9/2023","12:00 am","26/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","169909344","4443910"
"Chapel Service - Rooted in Hope","26/9/2023","11:00 am","26/9/2023","12:00 pm","False","False","","","","Nexus","Rev. Justin Sizemore &rsquo;13, Highland Baptist Church in Louisville

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379756","0"
"Georgetown/Scott County Chamber of Commerce Networking Afternoon","26/9/2023","4:00 pm","26/9/2023","6:00 pm","False","False","","","","General","

","President's Home","444 East Main Street","Georgetown","KY","40324","US","","02:00:00","580502","169554285","0"
"Academic Progress Checks - Round I","27/9/2023","12:00 am","27/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","169909345","4443910"
"Fall Break - No Classes","28/9/2023","12:00 am","28/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959603","4306508"
"Offices Closed  - Fall Break","29/9/2023","12:00 am","29/9/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696380","0"
"Fall Break - No Classes","29/9/2023","12:00 am","29/9/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959604","4306508"
"Young Democrats Voter Registration and Information Event","2/10/2023","11:00 am","2/10/2023","12:00 pm","False","False","Roger Ward","","","Nexus","

Contact: Roger Ward
","Outside the Cafeteria (Cralle Student Center)","400 E College Street","Georgetown","KY","40324","USA","","01:00:00","20393","170120349","0"
"Chapel Service","3/10/2023","11:00 am","3/10/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","United States","","01:00:00","20393","167379918","0"
"Academic Council","5/10/2023","11:00 am","5/10/2023","12:00 pm","False","False","","","","Academics","

","Ward Room, Ensor LRC","","","","","","","01:00:00","20393","165468526","0"
"Long Long Game Game' Art by Elysia Mann, Exhibition Reception","5/10/2023","5:00 pm","5/10/2023","7:00 pm","False","False","Aaron Reynolds","","","Nexus","An opening reception for the exhibition ""Long Long Game Game"" by visiting artist Elysia<br />Mann.

Contact: Aaron Reynolds
","Anne Wright Wilson Fine Arts Gallery","Corner of E College and Mulberry streets","Georgetown","KY","40324","US","","02:00:00","20393","170084613","0"
"Tiger Preview Day","6/10/2023","12:00 pm","6/10/2023","12:00 pm","False","True","","","","Admissions","

","Ward Room, Ensor LRC","","","","","","","00:00:00","20393","169254515","0"
"Spanish Cinema Day - Las niñas (2020)","6/10/2023","6:00 pm","6/10/2023","9:00 pm","False","False","Abraham Prades","","","Nexus","October 6 is Spanish Cinema Day, a day in which Spanish cinema is celebrated&nbsp; worldwide. This year, the film Las ni&ntilde;as (2020) will be featured. A short introduction will&nbsp;precede the showing of the film. After the movie, there will be a discussion period. The Filmoteca Espa&ntilde;ola, an official institution of the Ministry of Culture of Spain, provides the&nbsp;film.

Contact: Abraham Prades
","Asher Science Center Room 112","","","","","","","03:00:00","20393","170120004","0"
"Grant Workshop - Guide to Grant Writing (Form and Content of a Successful Proposal)","9/10/2023","2:30 pm","9/10/2023","2:30 pm","False","True","Jo Anna Fryman","","","Academics","<p>In this interactive workshop, we will explore the elements of proposal development, covering several common grant questions&nbsp;including: Statement of Need, Project Description, and Program Sustainability.</p>

Contact: Jo Anna Fryman
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","09:30:00","20393","169361980","0"
"TLC Metacognition Mondays","9/10/2023","3:30 pm","9/10/2023","4:30 pm","False","False","Jennifer Price","","","Academics","The GC Teaching &amp; Learning Center is sponsoring a series of faculty workshops to discuss&nbsp;metacognitive strategies in alignment with the QEP Metacognition Project. Additional information&nbsp;about the focus of this workshop will be announced in faculty&nbsp;meeting.

Contact: Jennifer Price
","Ensor Learning Resource Center (LRC150)","400 East College Street","Georgetown","KY","40324","US","","01:00:00","20393","168988881","0"
"Freshman Seminar Lecture - Diversity and Inclusion : Deidra Dennie","10/10/2023","11:00 am","10/10/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379953","0"
"Ministers Reading Group Kickoff","10/10/2023","11:30 am","10/10/2023","1:00 pm","False","False","Derek Hatch","","","Academics","A group of area ministers (facilitated by Dr. Derek Hatch) will meet for lunch and to kickoff&nbsp;their Fall 2023 reading group.

Contact: Derek Hatch
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:30:00","20393","169912320","0"
"World Languages Oktoberfest/ Advising Drop-In","10/10/2023","3:00 pm","10/10/2023","4:30 pm","False","False","John Henkel","","","Academics","Oktoberfest celebration and advising drop-in

Contact: John Henkel
","Pawling Hall Lawn","","","","","","","01:30:00","20393","170299872","0"
"Francophone Cultures Film Series: Lumumba","11/10/2023","6:00 pm","11/10/2023","8:30 pm","False","False","Trevor Sanders","","","Nexus","Screening of Lumumba (2000), directed by Raoul Peck, a biographical film that depicts&nbsp;the rise and fall of Patrice Lumumba, the first prime minister of the Democratic Republic&nbsp;of the Congo after it achieved independence from Belgium in 1960.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","169870399","0"
"Faculty Committee Meetings","12/10/2023","11:00 am","12/10/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468606","0"
"Homecoming 2023 - Distinguished Alumni Awards","12/10/2023","6:30 pm","12/10/2023","8:00 pm","False","False","","","","Alumni","

","","","","","","","","01:30:00","540434","164575299","0"
"No Classes - Songfest","13/10/2023","12:00 am","13/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959608","0"
"Faculty Committee - Tenure and Promotion Informational Session","13/10/2023","10:00 am","13/10/2023","11:00 am","False","False","Holly Barbaccia","","","Academics","<p>The Faculty Committee will offer its annual tenure and promotion informational meeting on Friday Oct. 13th at 10:00 am in the Arnett Conference Room of the LRC. Faculty considering applying for tenure and promotion as well as those seeking third-year review are welcome to attend. There will be a Zoom participation option.</p>

Contact: Holly Barbaccia
","Arnett Room (LRC)","","","","","","","01:00:00","20393","169769437","0"
"Homecoming 2023 - Songfest","13/10/2023","7:00 pm","13/10/2023","9:00 pm","False","False","","","","Nexus","

","","","","","","","","02:00:00","540434","164575322","0"
"Brandon D. Lawson Scholarship Gala","13/10/2023","7:00 pm","13/10/2023","12:00 am","False","False","","","","Alumni","

","Conference Center","100 Crawford Drive","Georgetown","KY","40324","US","","05:00:00","540434","167590488","0"
"Homecoming 2023 - Homecoming Day","14/10/2023","12:00 am","14/10/2023","11:59 pm","True","False","","","","Alumni","

","","","","","","","","24:00:00","540434","164575340","0"
"Golden Tigers Brunch","14/10/2023","10:00 am","14/10/2023","12:30 pm","False","False","","","","Alumni","Open to all who graduated 50 plus years ago from GC.

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","02:30:00","20393","169380481","0"
"Faculty Meet & Greet as part of Homecoming","14/10/2023","10:00 am","14/10/2023","12:00 pm","False","False","Jo Anna Fryman","","","Alumni","

Contact: Jo Anna Fryman
","South Campus | The Quad ","","","","","","","02:00:00","20393","169380656","0"
"Homecoming 2023","15/10/2023","12:00 am","15/10/2023","11:59 pm","True","False","","","","Alumni","

","","","","","","","","24:00:00","540434","164575359","0"
"Alumni Chorus Concert","15/10/2023","4:00 pm","15/10/2023","5:00 pm","False","False","Chris Powell","","","Nexus","The GC Choir Program welcomes everyone for Homecoming to join in our annual<br />celebration of hymns and sacred songs. The GC Choirs will perform and will be joined by a choir of alumni!

Contact: Chris Powell
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","540434","168202781","0"
"Academic Progress Checks - Round II","16/10/2023","12:00 am","16/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959616","0"
"Advising for Spring 2024","16/10/2023","12:00 am","16/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959624","4306509"
"Advising for Spring 2024","17/10/2023","12:00 am","17/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959625","4306509"
"Chapel Service - Rooted in Prayer","17/10/2023","11:00 am","17/10/2023","12:00 pm","False","False","","","","Nexus","Rev. Andrew Singh &ndash; First United Methodist Church in Georgetown

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379970","0"
"WAGC Lunch Meeting","17/10/2023","12:30 pm","17/10/2023","2:00 pm","False","False","","","","General","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:30:00","580502","168030572","0"
"Advising for Spring 2024","18/10/2023","12:00 am","18/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959626","4306509"
"Prep Talks:  Telling Your Story - on applications and in interviews","18/10/2023","4:00 pm","18/10/2023","5:00 pm","False","False","Bill Swinford","","","Nexus","This series of workshops is designed to assist students in every stage of the career discernment and professional development journey. This particular workshop is designed to assist students in telling their story to potential employers or admissions committees.

Contact: Bill Swinford
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:00:00","20393","170409985","0"
"MPC Club Escape Room Night","18/10/2023","6:00 pm","18/10/2023","9:00 pm","False","False","Juliana Bukoski","","","Academics","The Math, Physics, and Computer Science Club is hosting an Escape Room for groups of&nbsp;students to compete in. Sign up here:<br /><br />https://docs.google.com/spreadsheets/d/14XYvzoynTr2rttLGqj7Fi6yG2WkSs-<br />SaSVqlW1eG2fI/edit?usp=sharing

Contact: Juliana Bukoski
","Asher Science Center","400 East College St","Georgetown","KY","40324","USA","","03:00:00","20393","170299860","0"
"Advising for Spring 2024","19/10/2023","12:00 am","19/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959627","4306509"
"Faculty Division Meetings","19/10/2023","11:00 am","19/10/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468899","0"
